Name,Operating System,Software last seen,Installed Versions
drtek-9207gz5,Windows 10,"19 Sep, 2024 08:45:37 AM","1.6.0.35961, 1.4.0.4167"
svhso-7200kdh,Windows 10,"17 Sep, 2024 11:55:10 AM","1.4.0.26376, 1.3.0.30866, 1.4.0.29469, 1.7.0.15969"
dk-5cg2158yck,Windows 11,"13 Sep, 2024 08:04:23 AM","1.6.0.33567, 1.5.0.8070"
dse-5cd4178dtg,Windows 11,"18 Sep, 2024 10:50:26 AM",1.5.0.30767
neuevv-95071lh,Windows 10,"14 Sep, 2024 08:41:57 PM","1.2.0.3961, 1.4.0.32771"
dse-5cd4145q71,Windows 11,"13 Sep, 2024 07:33:48 AM",1.5.0.30767
dse-pw021lc9,Windows 11,"19 Sep, 2024 07:22:33 AM","1.7.0.13456, 1.5.0.8070"
dse-5cd1258ny5,Windows 11,"19 Sep, 2024 06:59:56 AM","1.6.0.33567, 1.3.0.21759"
hso-5cg3201qb3,Windows 11,"17 Sep, 2024 06:23:04 AM","1.6.0.11166, 1.6.0.27573, 1.6.0.35961"
dk-5cg2158y75,Windows 11,"19 Sep, 2024 07:05:03 AM","1.5.0.8070, 1.6.0.24078"
mh-8cc2472x9v,Windows 11,"19 Sep, 2024 10:22:10 AM","1.6.0.29964, 1.7.0.21751, 1.7.0.15969, 1.5.0.30767, 1.7.0.17051, 1.7.0.19353"
dse-5cd1258nq2,Windows 11,"17 Sep, 2024 09:03:22 AM",1.3.0.21759
tek-5cg2235l6p,Windows 11,"19 Sep, 2024 06:09:09 AM","1.6.0.18681, 1.6.0.35961"
dse-pw021kqf,Windows 11,"14 Sep, 2024 01:12:00 PM","1.5.0.8070, 1.7.0.3653"
dse-5cg41427hn,Windows 11,"18 Sep, 2024 10:56:16 AM",1.5.0.30767
neilvv-74014cl,Windows 10,"19 Sep, 2024 06:26:23 AM","1.2.0.34161, 1.2.0.19260, 1.6.0.33567"
dse-pw021kne,Windows 11,"19 Sep, 2024 06:36:37 AM","1.6.0.35961, 1.5.0.8070"
mh-8cc2472wxl,Windows 11,"19 Sep, 2024 05:27:09 AM","1.7.0.17051, 1.5.0.30767, 1.7.0.3653, 1.7.0.21751, 1.7.0.19353, 1.7.0.15969, 1.7.0.7956, 1.6.0.33567, 1.6.0.35961, 1.7.0.156"
dse-5cg325669c,Windows 11,"16 Sep, 2024 10:10:30 AM","1.5.0.4689, 1.6.0.33567"
mh-8cc2472x5l,Windows 11,"18 Sep, 2024 06:39:42 PM","1.7.0.15969, 1.5.0.30767, 1.6.0.33567, 1.7.0.21751, 1.7.0.156, 1.6.0.29964, 1.7.0.24670"
dse-pw021kf0,Windows 11,"17 Sep, 2024 09:52:18 AM",1.6.0.18681
dse-5cd3291kmf,Windows 11,"13 Sep, 2024 06:57:43 AM","1.5.0.4689, 1.7.0.6058"
dse-5cd0198f4n,Windows 11,"18 Sep, 2024 08:05:45 AM","1.6.0.29964, 1.6.0.11166"
drilas-8120qk9,Windows 10,"19 Sep, 2024 06:19:50 AM","1.2.0.3961, 1.6.0.33567"
dse-5cd4145q2w,Windows 11,"17 Sep, 2024 08:40:41 AM",1.5.0.30767
dse-5cd4145qjw,Windows 11,"16 Sep, 2024 07:25:26 AM",1.5.0.30767
mh-8cc2472wxt,Windows 11,"19 Sep, 2024 07:30:54 AM","1.5.0.30767, 1.6.0.27573, 1.7.0.3653, 1.7.0.21751, 1.7.0.15969, 1.6.0.29964, 1.7.0.17051, 1.6.0.35961, 1.7.0.6058, 1.7.0.19353"
dk-5cg21590gf,Windows 11,"17 Sep, 2024 07:27:39 AM","1.5.0.30767, 1.6.0.33567"
mh-8cc31507j8,Windows 11,"19 Sep, 2024 10:04:28 AM","1.7.0.24670, 1.5.0.30767, 1.7.0.21751, 1.7.0.156, 1.7.0.17051"
dse-5cd1258phd,Windows 11,"19 Sep, 2024 06:32:44 AM",1.3.0.21759
mh-8cc2472xbp,Windows 11,"18 Sep, 2024 12:27:23 PM","1.5.0.30767, 1.7.0.19353, 1.7.0.7956, 1.7.0.24670, 1.6.0.35961"
drilfr-1140c3k,Windows 10,"19 Sep, 2024 04:44:02 AM","1.2.0.3961, 1.6.0.27573, 1.7.0.10152, 1.5.0.21463, 1.5.0.2164, 1.5.0.5967, 1.6.0.4472, 1.4.0.11161, 1.5.0.36367, 1.6.0.35961, 1.6.0.18681, 1.7.0.1864"
mh-8cc2472x4c,Windows 11,"19 Sep, 2024 09:04:10 AM","1.7.0.3653, 1.6.0.29964, 1.6.0.35961, 1.7.0.21751, 1.7.0.19353, 1.5.0.30767, 1.7.0.1864, 1.7.0.156, 1.7.0.24670"
dse-5cg3255cgk,Windows 11,"12 Sep, 2024 11:28:03 AM","1.5.0.4689, 1.6.0.33567"
mh-8cc2472wzf,Windows 11,"15 Sep, 2024 10:10:13 PM","1.7.0.21751, 1.5.0.30767, 1.7.0.15969"
mh-8cc2472x4z,Windows 11,"16 Sep, 2024 12:49:12 PM","1.6.0.24078, 1.7.0.15969"
dse-5cd4145q76,Windows 11,"17 Sep, 2024 06:59:01 AM",1.5.0.30767
mh-8cc2472x9b,Windows 11,"17 Sep, 2024 04:59:22 AM","1.5.0.30767, 1.6.0.35961, 1.7.0.17051, 1.7.0.19353, 1.7.0.21751, 1.7.0.10152"
dse-5cd4178drl,Windows 11,"18 Sep, 2024 07:07:51 AM",1.5.0.30767
dse-5cg3253xqw,Windows 11,"17 Sep, 2024 05:26:25 AM",1.5.0.4689
dk-5cg2158zyr,Windows 11,"18 Sep, 2024 10:54:40 AM","1.5.0.8070, 1.7.0.10152"
drilin-6501fb7,Windows 10,"19 Sep, 2024 06:34:02 AM","1.2.0.27559, 1.7.0.156"
dse-5cg41427rg,Windows 11,"12 Sep, 2024 10:52:35 AM",1.5.0.30767
mh-8cc3401j3g,Windows 11,"19 Sep, 2024 04:29:27 AM","1.6.0.22378, 1.7.0.24670, 1.7.0.10152, 1.7.0.13456, 1.7.0.15969, 1.7.0.21751, 1.7.0.17051"
dse-5cg1115q41,Windows 11,"19 Sep, 2024 07:15:12 AM",1.3.0.4461
ctxpvsin-102,Windows Server 2022,"19 Sep, 2024 09:54:48 AM",1.6.0.6754
mh-8cc2472wyl,Windows 11,"19 Sep, 2024 03:58:13 AM","1.6.0.11166, 1.7.0.156, 1.7.0.7956, 1.6.0.29964, 1.7.0.19353, 1.7.0.24670, 1.6.0.35961, 1.7.0.21751"
dse-5cg3253xqf,Windows 11,"17 Sep, 2024 07:07:32 PM",1.6.0.22378
hso-5cg32510h2,Windows 11,"19 Sep, 2024 06:02:38 AM","1.7.0.3653, 1.6.0.18681"
tek-5cg22442yq,Windows 11,"19 Sep, 2024 05:05:11 AM","1.6.0.27573, 1.5.0.8070"
dse-pw021kb8,Windows 11,"19 Sep, 2024 07:13:13 AM","1.6.0.35961, 1.6.0.11166"
mh-8cc2472x0t,Windows 11,"19 Sep, 2024 07:13:41 AM","1.7.0.17051, 1.7.0.15969, 1.5.0.30767, 1.6.0.35961, 1.7.0.156, 1.7.0.24670, 1.7.0.21751"
dse-pw01z9z0,Windows 11,"19 Sep, 2024 06:42:47 AM","1.5.0.8070, 1.7.0.21751"
mh-8cc31507kr,Windows 11,"18 Sep, 2024 09:31:11 AM","1.5.0.30767, 1.7.0.19353"
dse-5cd3291k0t,Windows 11,"18 Sep, 2024 06:57:28 AM","1.7.0.15969, 1.5.0.4689"
dse-pw05wra9,Windows 11,"18 Sep, 2024 07:09:37 AM","1.6.0.18681, 1.7.0.13456"
mh-8cc2472x2g,Windows 11,"18 Sep, 2024 09:13:39 PM","1.5.0.30767, 1.7.0.21751, 1.7.0.24670, 1.7.0.1864"
ctxpvsin-app104,Windows Server 2022,"19 Sep, 2024 05:57:58 AM",1.6.0.6754
drbv-624bmv5,Windows 10,"16 Sep, 2024 11:04:34 AM","1.6.0.35961, 1.5.0.11163, 1.4.0.22976"
hso-5cg32510gy,Windows 11,"19 Sep, 2024 08:18:14 AM",1.6.0.18681
dse-pw021km4,Windows 11,"18 Sep, 2024 06:22:34 AM","1.7.0.7956, 1.5.0.8070"
mh-8cc2472x76,Windows 11,"17 Sep, 2024 12:18:09 PM","1.5.0.30767, 1.7.0.19353, 1.7.0.21751"
ctxpvsin-app129,Windows Server 2022,"19 Sep, 2024 05:41:49 AM",1.5.0.33362
dse-5cd4178dnf,Windows 11,"19 Sep, 2024 07:08:03 AM",1.5.0.30767
mh-8cc2472xcj,Windows 11,"19 Sep, 2024 01:10:21 AM","1.5.0.30767, 1.7.0.13456"
neilkr-0378vsv,Windows 10,"18 Sep, 2024 08:25:07 PM","1.2.0.3961, 1.6.0.35961"
dse-5cd4145pvx,Windows 11,"13 Sep, 2024 11:21:49 AM",1.5.0.30767
dse-5cd4145qd3,Windows 11,"17 Sep, 2024 07:33:21 AM",1.5.0.30767
dse-5cd0198fny,Windows 11,"19 Sep, 2024 10:17:37 AM","1.6.0.11166, 1.5.0.8070"
dse-5cd4145q63,Windows 11,"17 Sep, 2024 06:27:26 AM",1.5.0.30767
mh-8cc2472x6k,Windows 11,"13 Sep, 2024 10:32:37 AM","1.7.0.13456, 1.5.0.30767, 1.7.0.24670, 1.7.0.19353"
mh-8cc2472wzk,Windows 11,"19 Sep, 2024 09:46:28 AM","1.7.0.21751, 1.5.0.30767"
dse-5cd1258p27,Windows 11,"19 Sep, 2024 09:11:13 AM",1.6.0.18681
druein-9519lcq,Windows 10,"19 Sep, 2024 07:50:01 AM","1.2.0.3961, 1.6.0.29964"
dse-5cd3291kcy,Windows 11,"17 Sep, 2024 05:17:08 PM","1.5.0.4689, 1.6.0.33567"
dse-5cd4146gbm,Windows 11,"18 Sep, 2024 08:17:17 AM",1.5.0.30767
dse-5cd1258nhn,Windows 11,"19 Sep, 2024 07:23:23 AM","1.7.0.21751, 1.6.0.18681"
dse-5cd3293qtt,Windows 11,"17 Sep, 2024 07:50:18 AM","1.5.0.4689, 1.7.0.13456"
mh-8cc2472x1h,Windows 11,"19 Sep, 2024 10:02:56 AM","1.5.0.30767, 1.7.0.17051, 1.7.0.21751, 1.7.0.24670, 1.7.0.19353, 1.7.0.3653, 1.7.0.13456, 1.7.0.156, 1.6.0.35961"
mh-8cc2472xbx,Windows 11,"19 Sep, 2024 06:06:13 AM","1.6.0.35961, 1.7.0.24670, 1.7.0.21751, 1.5.0.30767, 1.7.0.17051"
druein-137dqcy,Windows 11,"19 Sep, 2024 07:45:52 AM","1.2.0.3961, 1.5.0.28361, 1.6.0.11166"
mh-8cc2472x7h,Windows 11,"19 Sep, 2024 06:53:46 AM","1.7.0.19353, 1.5.0.30767, 1.7.0.26062"
dse-pw021kh8,Windows 11,"19 Sep, 2024 08:54:07 AM","1.7.0.10152, 1.5.0.8070"
dk-5cg2158zxb,Windows 11,"19 Sep, 2024 06:19:40 AM","1.6.0.33567, 1.5.0.8070"
mh-8cc2472xb7,Windows 11,"17 Sep, 2024 06:36:49 AM","1.5.0.8070, 1.7.0.21751, 1.7.0.15969, 1.7.0.19353"
mh-8cc2472x85,Windows 11,"15 Sep, 2024 08:39:33 PM","1.7.0.21751, 1.7.0.13456, 1.5.0.30767"
mh-8cc2472x68,Windows 11,"19 Sep, 2024 05:47:51 AM","1.5.0.30767, 1.7.0.21751, 1.7.0.24670, 1.7.0.19353"
dse-5cg3253xg0,Windows 11,"18 Sep, 2024 07:18:11 AM",1.5.0.4689
mh-8cc2472x8v,Windows 11,"18 Sep, 2024 07:30:50 AM","1.5.0.30767, 1.6.0.35961"
dse-pw01za25,Windows 11,"18 Sep, 2024 07:20:15 AM","1.7.0.1864, 1.5.0.8070"
mh-8cc2472xcy,Windows 11,"18 Sep, 2024 12:00:43 PM","1.7.0.19353, 1.7.0.21751, 1.5.0.30767, 1.7.0.24670"
dk-5cg215900v,Windows 11,"18 Sep, 2024 04:13:15 PM","1.6.0.29964, 1.5.0.8070"
adm-5cg24605dh,Windows 11,"17 Sep, 2024 08:42:24 AM","1.6.0.29964, 1.5.0.4689"
dse-5cg41426gv,Windows 11,"17 Sep, 2024 07:37:58 AM",1.5.0.30767
drbv-6213hm8,Windows 10,"19 Sep, 2024 08:51:34 AM",1.6.0.6754
mh-8cc2472x3r,Windows 11,"19 Sep, 2024 12:04:50 AM","1.7.0.21751, 1.6.0.18681, 1.7.0.17051, 1.7.0.19353, 1.7.0.24670"
nekul-p15r0e8,Windows 10,"19 Sep, 2024 08:37:02 AM","1.5.0.9163, 1.7.0.10152, 1.4.0.8872, 1.4.0.35564, 1.7.0.15969, 1.6.0.29964, 1.7.0.13456, 1.7.0.7956, 1.5.0.17656"
mh-8cc31507kn,Windows 11,"18 Sep, 2024 06:13:35 AM","1.5.0.30767, 1.7.0.17051, 1.6.0.24078"
dse-5cg41424z5,Windows 11,"18 Sep, 2024 06:03:18 AM",1.5.0.30767
desktop-libso9a,Windows 10,"19 Sep, 2024 09:38:55 AM","1.4.0.8872, 1.7.0.2159"
dse-5cd4145pv8,Windows 11,"13 Sep, 2024 08:50:59 AM",1.5.0.30767
dse-5cd4146gbd,Windows 11,"18 Sep, 2024 07:02:36 AM",1.5.0.30767
mh-8cc2472x00,Windows 11,"18 Sep, 2024 07:20:56 PM","1.5.0.30767, 1.7.0.3653, 1.7.0.21751, 1.7.0.19353, 1.7.0.15969, 1.7.0.156"
dse-5cd3291kqt,Windows 11,"19 Sep, 2024 10:03:40 AM","1.5.0.4689, 1.7.0.156"
svilsv-0243v4p,Windows 10,"19 Sep, 2024 06:05:42 AM","1.5.0.14473, 1.6.0.33567"
dse-5cd3291knv,Windows 11,"17 Sep, 2024 05:29:04 PM","1.6.0.33567, 1.5.0.4689"
ias-8cc2472xbk,Windows 11,"18 Sep, 2024 07:22:50 PM","1.5.0.4689, 1.7.0.21751, 1.7.0.24670"
dk-5cg21650bk,Windows 11,"19 Sep, 2024 07:01:32 AM","1.7.0.15969, 1.5.0.8070"
drilgu-72746wv,Windows 10,"19 Sep, 2024 06:21:51 AM","1.4.0.32771, 1.6.0.29964, 1.2.0.3961, 1.4.0.7174, 1.5.0.9163, 1.4.0.29469, 1.4.0.8872, 1.3.0.34662"
ctxpvsin-app123,Windows Server 2022,"19 Sep, 2024 04:50:28 AM",1.6.0.6754
ctxpvsin-app130,Windows Server 2022,"19 Sep, 2024 06:01:55 AM",1.5.0.33362
delt-8cn12816dz,Windows 10,"18 Sep, 2024 10:46:41 PM",1.3.0.21759
dse-5cg3255c9x,Windows 11,"18 Sep, 2024 07:13:06 AM",1.6.0.18681
mh-8cc2472x8j,Windows 11,"17 Sep, 2024 12:38:53 PM","1.5.0.30767, 1.7.0.17051"
neilsb-12316y0,Windows 10,"19 Sep, 2024 09:02:12 AM","1.2.0.3961, 1.7.0.3653"
mh-8cc2472x97,Windows 11,"18 Sep, 2024 06:22:01 AM","1.5.0.30767, 1.7.0.19353, 1.7.0.21751, 1.6.0.33567, 1.7.0.24670"
drilko-8120qtq,Windows 11,"19 Sep, 2024 10:21:49 AM","1.6.0.22378, 1.2.0.19260, 1.2.0.27559"
neilvv-7250pwc,Windows 10,"19 Sep, 2024 05:54:39 AM","1.6.0.33567, 1.2.0.3961, 1.2.0.27559"
adm-5cg246142s,Windows 11,"19 Sep, 2024 06:50:18 AM","1.5.0.30767, 1.6.0.27573"
druein-741228y,Windows 10,"18 Sep, 2024 11:20:55 AM","1.2.0.3961, 1.6.0.22378"
drbv-720977p,Windows 10,"19 Sep, 2024 07:01:21 AM","1.7.0.21751, 1.4.0.22976"
dk-5cg2158y0c,Windows 11,"19 Sep, 2024 06:27:58 AM","1.5.0.8070, 1.6.0.35961"
dse-pw021k8v,Windows 11,"19 Sep, 2024 06:43:19 AM","1.5.0.8070, 1.7.0.15969"
mh-8cc2472wxs,Windows 11,"18 Sep, 2024 08:30:15 PM","1.5.0.30767, 1.7.0.21751, 1.7.0.17051, 1.7.0.24670, 1.6.0.33567, 1.7.0.19353, 1.7.0.1864"
ctxpvsin-app119,Windows Server 2022,"19 Sep, 2024 08:27:02 AM",1.6.0.6754
dse-5cd3291k34,Windows 11,"19 Sep, 2024 09:12:50 AM","1.6.0.33567, 1.5.0.4689"
neills-7503c34,Windows 10,"17 Sep, 2024 12:38:46 PM","1.1.0.31860, 1.2.0.27559, 1.6.0.35961"
dse-pw04jd69,Windows 11,"19 Sep, 2024 06:41:33 AM",1.6.0.18681
dse-5cg414262g,Windows 11,"16 Sep, 2024 06:27:35 PM",1.5.0.30767
mh-8cc2472x60,Windows 11,"17 Sep, 2024 05:23:28 PM","1.7.0.24670, 1.5.0.30767, 1.7.0.17051, 1.7.0.21751"
dse-5cd4145qgs,Windows 11,"13 Sep, 2024 06:37:42 AM",1.5.0.30767
ctxpvsin-app127,Windows Server 2022,"19 Sep, 2024 09:20:31 AM",1.5.0.33362
dk-5cg2158y94,Windows 11,"19 Sep, 2024 07:06:05 AM","1.7.0.3653, 1.5.0.8070"
drilbr-943bzcw,Windows 10,"19 Sep, 2024 07:32:42 AM","1.2.0.3961, 1.4.0.4167"
devops-g42948ng,Windows 11,"19 Sep, 2024 06:06:19 AM",1.5.0.30767
dse-pw05wra8,Windows 11,"18 Sep, 2024 06:53:52 AM",1.6.0.18681
dse-5cd4178dh9,Windows 11,"19 Sep, 2024 08:29:52 AM",1.5.0.30767
mh-8cc2472xbf,Windows 11,"18 Sep, 2024 08:36:50 PM","1.6.0.29964, 1.7.0.19353, 1.7.0.24670, 1.5.0.30767, 1.7.0.21751, 1.7.0.7956, 1.7.0.13456, 1.7.0.3653"
dk-5cg2158z14,Windows 11,"19 Sep, 2024 06:46:42 AM","1.5.0.8070, 1.7.0.3653"
neilkr-7503cnh,Windows 10,"19 Sep, 2024 06:33:36 AM","1.2.0.3961, 1.6.0.22378, 1.5.0.21463, 1.5.0.33362"
dse-5cd4145q01,Windows 11,"19 Sep, 2024 08:11:52 AM",1.5.0.30767
dse-5cg41427th,Windows 11,"16 Sep, 2024 07:02:46 AM",1.5.0.30767
mh-8cc2472xc1,Windows 11,"19 Sep, 2024 08:34:03 AM","1.7.0.7956, 1.5.0.30767, 1.6.0.33567, 1.7.0.17051, 1.7.0.19353, 1.7.0.3653, 1.7.0.24670, 1.7.0.21751"
dse-pw021lak,Windows 11,"19 Sep, 2024 07:19:06 AM","1.7.0.10152, 1.5.0.8070"
dk-5cg2158zs2,Windows 11,"19 Sep, 2024 09:29:16 AM","1.7.0.7956, 1.5.0.8070"
dse-pw01za53,Windows 11,"19 Sep, 2024 08:20:09 AM",1.6.0.18681
dse-5cg41420zr,Windows 11,"16 Sep, 2024 07:26:48 AM",1.5.0.30767
mh-8cc2472xbl,Windows 11,"19 Sep, 2024 09:14:42 AM","1.6.0.27573, 1.7.0.21751, 1.5.0.30767, 1.7.0.15969, 1.7.0.3653, 1.7.0.17051, 1.7.0.24670"
dse-5cd329726z,Windows 11,"17 Sep, 2024 02:59:37 PM","1.5.0.4689, 1.7.0.21751"
dk-5cg21650n8,Windows 11,"16 Sep, 2024 08:29:13 AM",1.6.0.22378
adm-5cg3343gyy,Windows 11,"19 Sep, 2024 06:25:41 AM",1.6.0.24078
drilfr-1036hv6,Windows 11,"19 Sep, 2024 06:07:56 AM","1.2.0.3961, 1.6.0.33567"
dse-5cd3291k8b,Windows 11,"18 Sep, 2024 01:47:45 PM","1.6.0.33567, 1.5.0.4689"
drbv-0036c13,Windows 10,"19 Sep, 2024 09:03:54 AM","1.4.0.32771, 1.6.0.35961"
dse-5cd4145qbq,Windows 11,"17 Sep, 2024 07:17:49 PM",1.5.0.30767
dk-5cg2158ydv,Windows 11,"19 Sep, 2024 06:25:34 AM","1.7.0.13456, 1.5.0.8070"
mh-8cc2472x8m,Windows 11,"18 Sep, 2024 08:47:20 PM","1.5.0.30767, 1.7.0.21751, 1.7.0.15969, 1.7.0.17051, 1.6.0.33567, 1.7.0.24670, 1.7.0.6058, 1.7.0.19353, 1.7.0.3653"
drildro-9201jnh,Windows 11,"19 Sep, 2024 07:12:42 AM","1.3.0.30866, 1.6.0.28557"
drilkj-8120q5q,Windows 10,"19 Sep, 2024 06:51:04 AM","1.6.0.33567, 1.2.0.3961, 1.6.0.4472, 1.5.0.28361"
hso-5cg246142q,Windows 11,"17 Sep, 2024 10:55:50 AM","1.5.0.30767, 1.6.0.33567"
dse-pw021khc,Windows 11,"16 Sep, 2024 08:32:43 AM","1.6.0.18681, 1.7.0.3653"
neilkr-7503c59,Windows 10,"18 Sep, 2024 04:13:23 PM","1.7.0.156, 1.2.0.19260, 1.2.0.27559"
dse-5cd0198fsw,Windows 11,"19 Sep, 2024 08:04:43 AM",1.6.0.18681
druein-9519ldb,Windows 10,"16 Sep, 2024 03:11:43 PM","1.6.0.12455, 1.2.0.3961, 1.3.0.30866"
dse-5cd4146gct,Windows 11,"18 Sep, 2024 06:59:27 AM",1.5.0.30767
hso-5cg32510h7,Windows 11,"19 Sep, 2024 08:21:12 AM",1.6.0.18681
mh-8cc31507ks,Windows 11,"17 Sep, 2024 01:02:27 PM","1.5.0.30767, 1.7.0.19353"
dse-pw021kk5,Windows 11,"19 Sep, 2024 08:06:19 AM","1.5.0.8070, 1.7.0.13456"
mh-8cc31507kw,Windows 11,"14 Sep, 2024 03:28:19 PM","1.7.0.24670, 1.5.0.30767, 1.7.0.21751, 1.7.0.15969"
druein-9519lcm,Windows 10,"19 Sep, 2024 08:34:00 AM","1.6.0.29964, 1.2.0.3961"
druein-74122mg,Windows 10,"18 Sep, 2024 11:19:23 AM",1.2.0.3961
dse-pw021kg1,Windows 11,"19 Sep, 2024 10:08:10 AM",1.6.0.18681
dse-5cg1115jky,Windows 11,"19 Sep, 2024 07:13:42 AM",1.3.0.4461
neills-7503bx2,Windows 10,"16 Sep, 2024 03:48:18 PM","1.7.0.3653, 1.2.0.19260"
mh-8cc2472x8t,Windows 11,"18 Sep, 2024 11:03:30 PM","1.7.0.19353, 1.5.0.30767, 1.7.0.15969, 1.7.0.21751, 1.7.0.24670, 1.7.0.17051, 1.6.0.29964, 1.7.0.24657, 1.7.0.7956"
mh-8cc2472x2l,Windows 11,"19 Sep, 2024 09:34:28 AM","1.5.0.30767, 1.7.0.7956, 1.7.0.21751, 1.6.0.27573, 1.7.0.19353, 1.6.0.35961, 1.6.0.33567, 1.7.0.1864, 1.7.0.10152, 1.7.0.17051, 1.7.0.15969"
dk-5cg2159011,Windows 11,"19 Sep, 2024 05:53:39 AM","1.5.0.8070, 1.7.0.19353, 1.7.0.7956"
dse-5cd3291k0n,Windows 11,"15 Sep, 2024 08:11:03 PM","1.5.0.4689, 1.7.0.15969"
dse-5cd4146gbw,Windows 11,"19 Sep, 2024 06:52:30 AM",1.5.0.30767
ctxpvsin-106,Windows Server 2022,"19 Sep, 2024 09:46:44 AM",1.6.0.6754
dse-5cd4145q4f,Windows 11,"18 Sep, 2024 09:21:46 AM",1.5.0.30767
dse-5cd4145q3m,Windows 11,"18 Sep, 2024 09:17:48 AM",1.5.0.30767
dse-5cd4145q5w,Windows 11,"19 Sep, 2024 06:59:38 AM",1.5.0.30767
mh-8cc2472x3f,Windows 11,"19 Sep, 2024 08:34:11 AM","1.5.0.30767, 1.7.0.21751, 1.7.0.19353, 1.7.0.24670, 1.6.0.27573, 1.6.0.33567, 1.6.0.35961"
dk-5cg21590hx,Windows 11,"19 Sep, 2024 05:35:10 AM","1.5.0.8070, 1.7.0.21751"
dk-5cg2158ysp,Windows 11,"19 Sep, 2024 05:32:15 AM","1.5.0.8070, 1.6.0.33567"
mh-8cc31507kp,Windows 11,"17 Sep, 2024 01:33:39 AM","1.7.0.21751, 1.5.0.30767, 1.7.0.19353"
dse-pw021kaa,Windows 11,"19 Sep, 2024 07:51:01 AM","1.6.0.29964, 1.5.0.8070"
drilgu-8121jdr,Windows 10,"19 Sep, 2024 06:34:43 AM","1.4.0.31569, 1.5.0.21463, 1.6.0.29964"
mh-8cc3401j39,Windows 11,"19 Sep, 2024 07:54:34 AM","1.7.0.19353, 1.6.0.22378"
mh-8cc2472wyn,Windows 11,"19 Sep, 2024 01:23:10 AM","1.7.0.24670, 1.5.0.30767, 1.7.0.1864, 1.6.0.33567, 1.7.0.156, 1.7.0.19353, 1.7.0.17051, 1.7.0.3653, 1.7.0.21751, 1.6.0.29964"
mh-8cc2472x18,Windows 11,"19 Sep, 2024 06:36:05 AM","1.7.0.156, 1.7.0.21751, 1.6.0.29964, 1.7.0.6058, 1.5.0.30767, 1.6.0.35961"
dse-5cd4145q1d,Windows 11,"19 Sep, 2024 07:07:32 AM",1.5.0.30767
dse-pw021kek,Windows 11,"19 Sep, 2024 06:31:13 AM","1.7.0.7956, 1.5.0.8070"
dse-pw021kns,Windows 11,"13 Sep, 2024 08:49:58 AM","1.7.0.3653, 1.6.0.11166"
dse-5cd3297213,Windows 11,"19 Sep, 2024 08:44:19 AM","1.5.0.4689, 1.6.0.29964"
mh-8cc2472x6w,Windows 11,"18 Sep, 2024 08:27:23 AM","1.5.0.30767, 1.6.0.29964"
dse-5cg41424yt,Windows 11,"17 Sep, 2024 11:17:21 AM",1.5.0.30767
ctxpvsin-107,Windows Server 2022,"19 Sep, 2024 05:34:21 AM",1.6.0.6754
dse-5cg1115pdx,Windows 11,"19 Sep, 2024 06:30:47 AM",1.3.0.4461
dse-pw04k4gd,Windows 11,"12 Sep, 2024 11:11:20 AM",1.6.0.18681
dse-5cd1258pgt,Windows 11,"17 Sep, 2024 07:55:21 PM",1.3.0.21759
dk-5cg2158zmc,Windows 11,"18 Sep, 2024 08:13:49 AM","1.6.0.27573, 1.5.0.8070"
rfd-94294ll,Windows 10,"16 Sep, 2024 06:51:16 PM","1.3.0.26064, 1.6.0.33567"
mh-8cc2472x04,Windows 11,"19 Sep, 2024 10:26:47 AM","1.7.0.19353, 1.6.0.29964, 1.5.0.30767, 1.7.0.21751, 1.7.0.17051"
dradm-9272gyg,Windows 10,"18 Sep, 2024 09:20:00 AM","1.3.0.26064, 1.7.0.3653"
dse-5cg414235c,Windows 11,"17 Sep, 2024 10:27:31 AM",1.5.0.30767
ia-5cg212b1pj,Windows 10,"18 Sep, 2024 07:01:08 AM",1.6.0.18681
mh-8cc2472x4d,Windows 11,"19 Sep, 2024 09:26:52 AM","1.5.0.30767, 1.7.0.15969, 1.7.0.19353, 1.7.0.156, 1.7.0.21751"
dse-5cd3291kgh,Windows 11,"19 Sep, 2024 10:10:07 AM","1.5.0.4689, 1.6.0.33567"
dse-5cd3291jzw,Windows 11,"19 Sep, 2024 05:00:22 AM","1.5.0.4689, 1.6.0.33567"
dradm-01185gs,Windows 10,"19 Sep, 2024 06:31:10 AM","1.7.0.156, 1.7.0.6058, 1.3.0.26064, 1.7.0.15969, 1.6.0.33567, 1.7.0.13456, 1.7.0.17051, 1.6.0.29964, 1.6.0.4472, 1.6.0.1381, 1.7.0.3653"
mh-8cc2472x87,Windows 11,"18 Sep, 2024 11:58:44 AM","1.5.0.30767, 1.7.0.1864, 1.7.0.156, 1.7.0.17051, 1.7.0.21751, 1.7.0.24670, 1.6.0.33567, 1.7.0.19353, 1.7.0.6058"
dse-5cd3291kc1,Windows 11,"19 Sep, 2024 08:20:32 AM","1.6.0.33567, 1.5.0.4689"
mh-8cc2472x63,Windows 11,"19 Sep, 2024 12:56:23 AM","1.7.0.19353, 1.5.0.30767, 1.7.0.24670, 1.7.0.17051, 1.6.0.35961"
dse-5cg41424gc,Windows 11,"13 Sep, 2024 01:25:22 AM",1.5.0.30767
drilsv-8121gtl,Windows 10,"16 Sep, 2024 09:08:03 AM","1.2.0.27559, 1.5.0.21463, 1.6.0.33567"
