Name,Operating System,Software last seen,Installed Versions
neilsa-8245b53,Windows 10,"17 Sep, 2024 01:30:24 PM","1.6.0.33567, 1.3.0.26064"
mh-8cc2472x7s,Windows 11,"19 Sep, 2024 07:39:14 AM","1.5.0.30767, 1.6.0.35961, 1.7.0.17051, 1.7.0.13456, 1.7.0.21751, 1.7.0.19353"
dse-5cd1258nt4,Windows 11,"19 Sep, 2024 08:45:55 AM","1.7.0.10152, 1.6.0.18681"
drhso-9033sb9,Windows 10,"12 Sep, 2024 12:47:11 PM","1.3.0.30866, 1.6.0.1381, 1.7.0.1864"
dse-5cg41424bx,Windows 11,"18 Sep, 2024 07:29:20 AM","1.7.0.21751, 1.5.0.30767"
mh-8cc2472x91,Windows 11,"16 Sep, 2024 12:20:25 PM","1.5.0.30767, 1.7.0.21751, 1.7.0.15969"
dse-pw021kcz,Windows 11,"19 Sep, 2024 05:16:39 AM","1.6.0.29964, 1.5.0.8070"
mh-8cc2472x83,Windows 11,"19 Sep, 2024 06:07:17 AM","1.7.0.19353, 1.5.0.30767, 1.7.0.10152, 1.7.0.15969, 1.7.0.21751, 1.7.0.156, 1.6.0.33567, 1.7.0.24670, 1.6.0.35961"
dse-5cd0198fxx,Windows 11,"18 Sep, 2024 07:09:33 AM",1.6.0.18681
drhso-9507jhw,Windows 10,"16 Sep, 2024 09:00:54 AM","1.7.0.3653, 1.3.0.4461"
mh-8cc2472x1d,Windows 11,"19 Sep, 2024 06:04:42 AM","1.6.0.29964, 1.5.0.30767, 1.6.0.35961, 1.6.0.27573, 1.7.0.1864, 1.7.0.15969, 1.6.0.28557, 1.6.0.22378, 1.7.0.19353"
druein-137dqc2,Windows 11,"14 Sep, 2024 08:22:13 AM","1.2.0.3961, 1.6.0.29964"
dse-5cd4145qcm,Windows 11,"16 Sep, 2024 08:38:09 AM",1.5.0.30767
dse-5cd0198fl3,Windows 11,"19 Sep, 2024 08:59:06 AM",1.6.0.18681
druein-74122f2,Windows 10,"16 Sep, 2024 11:51:14 AM","1.2.0.3961, 1.4.0.22976, 1.4.0.31569, 1.5.0.9163"
dse-pw021kls,Windows 11,"19 Sep, 2024 08:57:48 AM","1.7.0.13456, 1.5.0.8070"
rfd-9507vwz,Windows 10,"15 Sep, 2024 10:51:10 PM","1.7.0.1864, 1.6.0.24078, 1.5.0.36367, 1.6.0.22378, 1.3.0.26064, 1.4.0.2879"
hso-5cg34556zn,Windows 11,"16 Sep, 2024 01:38:03 PM","1.7.0.10152, 1.5.0.30767"
dse-5cg32567ys,Windows 11,"19 Sep, 2024 08:19:40 AM","1.5.0.4689, 1.6.0.35961"
hso-5cg3082hpy,Windows 11,"19 Sep, 2024 06:31:29 AM","1.6.0.33567, 1.5.0.30767"
dse-5cg3255dzz,Windows 11,"12 Sep, 2024 10:55:44 AM","1.5.0.4689, 1.7.0.3653"
drilfj-8120r5d,Windows 10,"18 Sep, 2024 08:17:53 AM","1.3.0.30866, 1.5.0.11163"
drilda-9381lrs,Windows 10,"19 Sep, 2024 08:57:22 AM","1.2.0.3961, 1.7.0.3653"
mh-8cc2472x8d,Windows 11,"19 Sep, 2024 09:31:19 AM","1.7.0.21751, 1.7.0.7956, 1.5.0.30767, 1.7.0.17051, 1.6.0.33567, 1.7.0.19353, 1.7.0.6058, 1.6.0.29964"
drildro-847c38m,Windows 10,"19 Sep, 2024 06:10:28 AM","1.2.0.34161, 1.4.0.22976, 1.7.0.10152"
mh-8cc2472x17,Windows 11,"19 Sep, 2024 06:21:53 AM","1.5.0.30767, 1.7.0.24670"
dse-pw021ks8,Windows 11,"13 Sep, 2024 11:30:22 AM","1.7.0.13456, 1.5.0.8070"
dse-5cd3291kpl,Windows 11,"17 Sep, 2024 07:59:08 AM","1.7.0.13456, 1.5.0.4689"
druein-137dqcj,Windows 10,"16 Sep, 2024 10:05:25 AM",1.2.0.3961
dse-5cd3291kg2,Windows 11,"18 Sep, 2024 07:20:29 AM","1.5.0.4689, 1.7.0.13456"
mh-8cc2472x55,Windows 11,"15 Sep, 2024 08:14:41 PM","1.7.0.10152, 1.7.0.24670, 1.5.0.30767, 1.7.0.19353, 1.7.0.15969, 1.7.0.21751"
dse-5cd3291kfs,Windows 11,"18 Sep, 2024 07:09:54 AM","1.7.0.13456, 1.5.0.4689"
dk-5cg215900k,Windows 11,"19 Sep, 2024 07:15:46 AM","1.5.0.21463, 1.7.0.19353"
mh-8cc2472xc0,Windows 11,"19 Sep, 2024 06:49:19 AM","1.7.0.19353, 1.7.0.21751, 1.5.0.30767"
dse-5cg4142461,Windows 11,"18 Sep, 2024 07:17:33 AM",1.5.0.30767
dse-5cd4145px3,Windows 11,"19 Sep, 2024 06:59:21 AM",1.5.0.30767
rfd-1278mtm,Windows 10,"19 Sep, 2024 05:21:39 AM","1.6.0.33567, 1.6.0.35961, 1.3.0.26064"
dse-5cd1258ntk,Windows 11,"18 Sep, 2024 07:20:43 AM",1.6.0.18681
dse-5cd3291k16,Windows 11,"16 Sep, 2024 08:08:21 AM","1.5.0.4689, 1.6.0.33567"
dse-5cd4146gcb,Windows 11,"17 Sep, 2024 10:04:51 AM",1.5.0.30767
neilsb-1400wdm,Windows 11,"19 Sep, 2024 08:16:58 AM","1.2.0.3961, 1.6.0.35961"
dradm-1458mht,Windows 10,"13 Sep, 2024 08:59:55 AM","1.6.0.29964, 1.3.0.26064"
mh-8cc2472x16,Windows 11,"19 Sep, 2024 06:44:05 AM","1.5.0.30767, 1.7.0.19353, 1.7.0.17051, 1.7.0.24670, 1.7.0.10152, 1.7.0.15969, 1.6.0.33567"
dse-5cd3291kmx,Windows 11,"16 Sep, 2024 07:22:51 PM",1.6.0.18681
drilas-0533mr3,Windows 10,"17 Sep, 2024 01:26:57 PM","1.2.0.3961, 1.6.0.4472, 1.5.0.31168, 1.5.0.33362, 1.5.0.21463"
dse-5cg3255djf,Windows 11,"16 Sep, 2024 09:11:16 AM","1.5.0.4689, 1.7.0.3653"
dse-pw021k6y,Windows 11,"17 Sep, 2024 07:25:38 AM","1.5.0.8070, 1.6.0.33567"
dk-5cg216533g,Windows 11,"18 Sep, 2024 07:31:23 AM","1.6.0.33567, 1.5.0.8070, 1.6.0.18681"
dse-5cd0198fgv,Windows 11,"19 Sep, 2024 10:24:10 AM","1.7.0.13456, 1.5.0.8070, 1.7.0.6058, 1.6.0.35961, 1.6.0.11166"
dk-5cg21590hz,Windows 11,"19 Sep, 2024 06:15:30 AM","1.5.0.8070, 1.6.0.33567, 1.7.0.21751"
druein-137dqd3,Windows 11,"19 Sep, 2024 07:11:17 AM",1.2.0.3961
mh-8cc2472wxv,Windows 11,"16 Sep, 2024 10:08:35 AM","1.6.0.35961, 1.5.0.30767, 1.7.0.24670, 1.7.0.19353, 1.7.0.15969, 1.7.0.7956, 1.7.0.10152, 1.7.0.21751"
mh-8cc2472xcf,Windows 11,"19 Sep, 2024 04:10:01 AM","1.5.0.30767, 1.7.0.3653, 1.7.0.6058, 1.7.0.24670, 1.7.0.13456, 1.6.0.26474, 1.7.0.21751, 1.7.0.17051, 1.6.0.35961"
dse-5cd4145qhg,Windows 11,"19 Sep, 2024 09:29:33 AM",1.5.0.30767
mh-8cc2472wxk,Windows 11,"19 Sep, 2024 04:41:18 AM","1.7.0.13456, 1.5.0.30767, 1.7.0.19353, 1.7.0.24670"
hso-5cg3192zcd,Windows 11,"18 Sep, 2024 04:54:58 PM","1.6.0.33567, 1.5.0.30767, 1.7.0.6058, 1.7.0.10152, 1.6.0.29964"
drilin-83624pm,Windows 10,"19 Sep, 2024 04:06:56 AM","1.7.0.3653, 1.2.0.22654"
dse-5cg3255cds,Windows 11,"12 Sep, 2024 10:54:54 AM","1.5.0.4689, 1.7.0.3653"
mh-8cc31507kb,Windows 11,"17 Sep, 2024 09:32:42 PM",1.5.0.30767
druein-9519lfd,Windows 10,"19 Sep, 2024 07:21:44 AM","1.6.0.11166, 1.2.0.3961, 1.6.0.29964, 1.6.0.22378"
neilmj-11568sy,Windows 10,"16 Sep, 2024 01:05:59 PM","1.2.0.3961, 1.6.0.29964, 1.6.0.6754, 1.5.0.33362, 1.6.0.1381"
dse-5cd4145q7z,Windows 11,"19 Sep, 2024 08:35:35 AM",1.5.0.30767
dse-pw021kgq,Windows 11,"18 Sep, 2024 06:45:16 AM","1.7.0.6058, 1.5.0.8070"
mh-8cc2472x5s,Windows 11,"19 Sep, 2024 07:56:47 AM","1.7.0.19353, 1.6.0.29964, 1.7.0.15969, 1.7.0.21751, 1.5.0.30767, 1.7.0.1864, 1.6.0.24078, 1.7.0.7956, 1.7.0.13456"
dse-5cd1258nlk,Windows 11,"18 Sep, 2024 07:09:48 PM","1.7.0.7956, 1.3.0.21759"
dk-5cg2158ztj,Windows 11,"18 Sep, 2024 06:30:10 PM","1.5.0.8070, 1.7.0.156"
mh-8cc2472x9l,Windows 11,"19 Sep, 2024 05:05:53 AM","1.5.0.30767, 1.7.0.21751, 1.7.0.19353, 1.7.0.17051, 1.7.0.24670"
dse-5cg4142397,Windows 11,"19 Sep, 2024 07:40:28 AM",1.5.0.30767
dse-5cd3291knf,Windows 11,"18 Sep, 2024 07:19:18 AM","1.5.0.4689, 1.7.0.156"
ctxpvsin-app128,Windows Server 2022,"19 Sep, 2024 05:57:00 AM",1.5.0.33362
ctxpvsin-app100,Windows Server 2022,"19 Sep, 2024 03:56:13 AM",1.6.0.6754
ia-5cg9429k6r,Windows 11,"19 Sep, 2024 08:59:52 AM",1.6.0.18681
dse-5cd4145q17,Windows 11,"18 Sep, 2024 08:16:24 AM",1.5.0.30767
dk-5cg2158zrn,Windows 11,"19 Sep, 2024 06:07:33 AM","1.6.0.33567, 1.5.0.8070"
driaba-7062l9r,Windows 10,"17 Sep, 2024 01:20:16 PM","1.2.0.3961, 1.7.0.3653, 1.6.0.22378, 1.6.0.26474"
dk-5cg2158y0g,Windows 11,"19 Sep, 2024 06:05:10 AM","1.5.0.8070, 1.6.0.29964"
drbv-7138png,Windows 10,"18 Sep, 2024 05:54:07 AM","1.6.0.22378, 1.4.0.19572"
drimar443,Windows 10,"19 Sep, 2024 10:06:02 AM","1.2.0.17057, 1.4.0.22472, 1.6.0.35961"
neilkr-0375f78,Windows 10,"19 Sep, 2024 06:43:21 AM",1.5.0.21668
drilsk-11568t1,Windows 10,"17 Sep, 2024 01:25:45 PM","1.5.0.21463, 1.2.0.3961, 1.7.0.156, 1.7.0.3653"
dse-5cd4178dx8,Windows 11,"18 Sep, 2024 08:09:17 AM",1.5.0.30767
mh-8cc2472x2f,Windows 11,"17 Sep, 2024 02:22:52 PM","1.7.0.13456, 1.7.0.21751, 1.7.0.19353, 1.5.0.30767, 1.7.0.7956"
druein-7383xqb,Windows 10,"16 Sep, 2024 11:48:18 AM","1.2.0.3961, 1.6.0.11166, 1.6.0.24078, 1.6.0.22378"
dk-5cg2158ydx,Windows 11,"13 Sep, 2024 11:06:46 AM","1.6.0.33567, 1.5.0.30767"
dk-5cg2158zwb,Windows 11,"19 Sep, 2024 05:42:58 AM","1.6.0.33567, 1.6.0.11166"
dse-5cd3291knj,Windows 11,"18 Sep, 2024 07:16:51 AM","1.5.0.4689, 1.7.0.1864"
dk-5cg2158yj8,Windows 11,"19 Sep, 2024 05:23:53 AM","1.6.0.33567, 1.5.0.8070"
dk-5cg2158y6h,Windows 11,"19 Sep, 2024 06:01:13 AM","1.6.0.35961, 1.5.0.8070"
dse-5cg32559zl,Windows 11,"18 Sep, 2024 10:48:12 AM","1.5.0.4689, 1.7.0.7956"
dse-5cd0198fyl,Windows 11,"19 Sep, 2024 09:11:55 AM","1.5.0.8070, 1.6.0.11166, 1.7.0.3653"
dse-5cg41422bx,Windows 11,"17 Sep, 2024 09:38:00 AM",1.5.0.30767
desktop-vprm19i,Windows 11,"18 Sep, 2024 10:32:53 AM","1.5.0.8070, 1.6.0.35961"
dse-pw021ksj,Windows 11,"18 Sep, 2024 05:38:40 AM","1.5.0.8070, 1.6.0.35961"
dk-5cg2158yfn,Windows 11,"19 Sep, 2024 06:24:24 AM","1.7.0.15969, 1.7.0.17051, 1.5.0.8070"
dse-5cd4178dlg,Windows 11,"18 Sep, 2024 07:24:00 AM",1.5.0.30767
dse-5cd329727x,Windows 11,"19 Sep, 2024 07:37:31 AM","1.7.0.15969, 1.5.0.4689"
dk-5cg21590cn,Windows 11,"18 Sep, 2024 03:58:18 PM","1.5.0.8070, 1.7.0.3653"
dse-5cd1258pfq,Windows 11,"19 Sep, 2024 06:28:52 AM",1.3.0.21759
neilek-8120n26,Windows 10,"18 Sep, 2024 11:52:16 AM","1.6.0.4472, 1.6.0.35961, 1.6.0.11166"
mh-8cc2472x5p,Windows 11,"18 Sep, 2024 09:03:16 PM",1.5.0.30767
drilsv-8121j61,Windows 10,"19 Sep, 2024 06:32:03 AM","1.2.0.27559, 1.6.0.33567, 1.2.0.19260"
dradm-7331bb2,Windows 10,"15 Sep, 2024 07:22:52 PM","1.4.0.26376, 1.5.0.8070"
mh-8cc2472x9d,Windows 11,"18 Sep, 2024 06:12:18 AM",1.5.0.30767
dradm-1331m50,Windows 10,"19 Sep, 2024 05:49:02 AM","1.3.0.26064, 1.7.0.21751"
dse-5cd3293qvd,Windows 11,"19 Sep, 2024 06:45:18 AM",1.6.0.18681
dk-5cg215902p,Windows 11,"19 Sep, 2024 07:36:39 AM",1.6.0.24078
dse-5cd0198fcp,Windows 11,"17 Sep, 2024 06:08:02 AM",1.6.0.18681
mh-8cc2472wy6,Windows 11,"18 Sep, 2024 09:49:50 PM","1.5.0.30767, 1.6.0.35961"
svilta-0243v4d,Windows 10,"16 Sep, 2024 02:44:36 PM","1.6.0.33567, 1.5.0.9163, 1.2.0.3961"
neilmj-9093m66,Windows 10,"19 Sep, 2024 09:25:09 AM","1.3.0.362, 1.2.0.24753, 1.5.0.21668, 1.5.0.28361, 1.6.0.22378, 1.3.0.21759, 1.2.0.21068"
hso-5cg32510gh,Windows 11,"19 Sep, 2024 08:01:02 AM","1.6.0.35961, 1.6.0.24078"
dse-5cd1258p80,Windows 11,"19 Sep, 2024 08:47:21 AM",1.3.0.21759
neilso-9417zg9,Windows 10,"16 Sep, 2024 10:07:37 AM","1.7.0.3653, 1.2.0.3961"
dse-5cg41424gf,Windows 11,"13 Sep, 2024 07:17:09 AM",1.5.0.30767
dse-5cd4145qjz,Windows 11,"19 Sep, 2024 07:43:44 AM",1.5.0.30767
dse-pw01za0k,Windows 11,"19 Sep, 2024 07:39:07 AM","1.6.0.33567, 1.5.0.8070"
mh-8cc2472x5g,Windows 11,"18 Sep, 2024 08:24:50 PM","1.5.0.30767, 1.7.0.21751, 1.7.0.19353, 1.7.0.24670, 1.6.0.33567"
druein-7480gwr,Windows 10,"13 Sep, 2024 10:30:45 AM",1.2.0.3961
dse-5cd1258pfm,Windows 11,"17 Sep, 2024 08:36:40 AM",1.3.0.21759
dse-5cd1258p5n,Windows 11,"19 Sep, 2024 06:36:45 AM","1.3.0.21759, 1.7.0.21751"
mh-8cc306127h,Windows 11,"19 Sep, 2024 10:25:19 AM","1.7.0.19353, 1.7.0.24670, 1.6.0.11166, 1.6.0.33567, 1.7.0.17051, 1.7.0.156, 1.7.0.3653, 1.7.0.21751, 1.7.0.7956, 1.7.0.1864"
neilsh-6461bpy,Windows 10,"18 Sep, 2024 06:52:46 AM","1.6.0.33567, 1.2.0.19260, 1.7.0.13456, 1.2.0.22654"
dse-5cd0198fd6,Windows 11,"19 Sep, 2024 10:02:38 AM","1.6.0.11166, 1.7.0.13456, 1.5.0.8070, 1.7.0.24670"
neilsb-83402tv,Windows 10,"13 Sep, 2024 01:16:00 PM","1.2.0.3961, 1.5.0.28567, 1.7.0.19353, 1.5.0.28361"
dse-5cd4145pzm,Windows 11,"19 Sep, 2024 08:43:17 AM",1.5.0.30767
dk-5cg2159030,Windows 11,"19 Sep, 2024 07:15:50 AM","1.6.0.33567, 1.5.0.8070"
dk-5cg2472zvd,Windows 11,"19 Sep, 2024 06:42:13 AM",1.6.0.24078
dse-pw021krg,Windows 11,"17 Sep, 2024 06:39:12 AM","1.5.0.8070, 1.7.0.156"
mh-8cc2472x3c,Windows 11,"18 Sep, 2024 08:26:38 PM","1.6.0.18681, 1.7.0.10152, 1.7.0.15969, 1.7.0.19353, 1.6.0.35961, 1.6.0.33567"
adm-5cg32510gm,Windows 11,"19 Sep, 2024 06:43:26 AM","1.6.0.11166, 1.7.0.6058"
neilso-1400wlj,Windows 11,"19 Sep, 2024 06:47:50 AM","1.2.0.3961, 1.6.0.33567"
drilha-0248m7j,Windows 10,"19 Sep, 2024 09:58:05 AM","1.4.0.32771, 1.5.0.33362"
dk-5cg21650mv,Windows 11,"18 Sep, 2024 01:54:42 PM","1.6.0.33567, 1.5.0.8070"
mh-8cc31507k5,Windows 11,"19 Sep, 2024 04:36:28 AM","1.5.0.30767, 1.7.0.21751, 1.7.0.24670, 1.7.0.17051, 1.7.0.156, 1.7.0.19353, 1.7.0.1864, 1.7.0.7956, 1.7.0.10152, 1.6.0.35961, 1.7.0.24657, 1.7.0.15969"
drilin-7503by8,Windows 10,"19 Sep, 2024 08:48:19 AM","1.6.0.33567, 1.5.0.9163, 1.2.0.3961"
dse-pw021ks7,Windows 11,"13 Sep, 2024 11:08:33 AM","1.5.0.8070, 1.7.0.7956"
dse-5cd3291kdn,Windows 11,"12 Sep, 2024 05:46:45 PM","1.7.0.6058, 1.5.0.4689"
mh-8cc31507js,Windows 11,"18 Sep, 2024 12:27:06 PM",1.5.0.30767
drhso-125cr71,Windows 10,"13 Sep, 2024 07:55:01 AM","1.4.0.35564, 1.7.0.156"
dse-5cg3255cdy,Windows 11,"18 Sep, 2024 08:20:11 AM","1.5.0.4689, 1.6.0.29964"
dk-5cg215902l,Windows 11,"19 Sep, 2024 06:49:15 AM","1.6.0.33567, 1.5.0.8070"
druein-7412nzv,Windows 10,"13 Sep, 2024 10:31:27 AM","1.2.0.3961, 1.5.0.11163"
svuesv-0198fvn,Windows 10,"16 Sep, 2024 06:32:58 AM","1.5.0.11163, 1.6.0.27573, 1.6.0.11166"
mh-8cc2472x20,Windows 11,"19 Sep, 2024 05:57:33 AM","1.7.0.3653, 1.6.0.24078, 1.7.0.156, 1.7.0.17051, 1.7.0.13456, 1.7.0.21751, 1.7.0.19353, 1.6.0.33567"
dse-5cd921c7gp,Windows 11,"19 Sep, 2024 08:45:51 AM",1.6.0.18681
drildro-847c37g,Windows 10,"19 Sep, 2024 09:19:52 AM","1.6.0.27573, 1.2.0.34161"
dse-pw05wrag,Windows 11,"12 Sep, 2024 05:52:13 PM","1.7.0.13456, 1.6.0.18681"
dse-5cd3291jzb,Windows 11,"19 Sep, 2024 07:52:08 AM","1.7.0.13456, 1.5.0.4689"
mh-8cc2472x88,Windows 11,"19 Sep, 2024 05:24:27 AM","1.5.0.30767, 1.7.0.21751"
dse-5cg1115pcv,Windows 11,"19 Sep, 2024 07:11:30 AM",1.3.0.4461
dse-5cd4145qjc,Windows 11,"19 Sep, 2024 07:22:25 AM",1.5.0.30767
dse-5cd4145q06,Windows 11,"17 Sep, 2024 06:16:49 PM",1.5.0.30767
dk-5cg3233006,Windows 11,"19 Sep, 2024 06:47:29 AM","1.6.0.4472, 1.7.0.13456"
dse-5cg3255dkp,Windows 11,"16 Sep, 2024 07:03:12 AM","1.5.0.4689, 1.7.0.13456"
dse-5cg4034yfm,Windows 11,"17 Sep, 2024 11:20:17 AM",1.5.0.30767
nekul-64985mx,Windows 10,"17 Sep, 2024 05:42:29 AM","1.2.0.34161, 1.6.0.33567"
dse-5cd1258p7n,Windows 11,"19 Sep, 2024 07:33:36 AM",1.3.0.21759
dse-5cd0198fbv,Windows 11,"19 Sep, 2024 07:08:35 AM",1.6.0.18681
mh-8cc31507jd,Windows 11,"19 Sep, 2024 06:10:28 AM","1.5.0.30767, 1.7.0.21751, 1.7.0.6058, 1.7.0.24670, 1.7.0.19353, 1.6.0.33567, 1.7.0.15969, 1.7.0.156, 1.7.0.17051, 1.7.0.26062"
druein-7072474,Windows 10,"13 Sep, 2024 02:10:49 PM",1.2.0.3961
drmlgv-0223bg9,Windows 10,"19 Sep, 2024 04:25:08 AM","1.3.0.26064, 1.6.0.18681, 1.5.0.31168, 1.7.0.24670, 1.6.0.376, 1.5.0.21668, 1.5.0.21463, 1.6.0.1381"
drilkj-8120nm5,Windows 10,"19 Sep, 2024 09:17:58 AM","1.2.0.27559, 1.7.0.15969, 1.5.0.21463"
dse-5cd3293qw3,Windows 11,"18 Sep, 2024 01:06:31 AM","1.5.0.4689, 1.7.0.13456"
dse-pw021kej,Windows 11,"18 Sep, 2024 06:50:21 AM","1.6.0.33567, 1.5.0.8070"
mh-8cc2472x2j,Windows 11,"18 Sep, 2024 05:17:42 AM","1.7.0.10152, 1.7.0.13456, 1.7.0.17051, 1.5.0.30767, 1.7.0.21751, 1.6.0.27573, 1.7.0.24670, 1.7.0.6058, 1.7.0.1864, 1.6.0.29964"
devops-g42948nm,Windows 11,"19 Sep, 2024 05:53:38 AM",1.5.0.30767
drilin-7212q62,Windows 10,"19 Sep, 2024 08:38:41 AM","1.2.0.3961, 1.7.0.7956"
dse-5cd4145qgx,Windows 11,"18 Sep, 2024 04:58:25 PM",1.5.0.30767
drilko-943bzcp,Windows 10,"17 Sep, 2024 01:37:26 PM","1.2.0.27559, 1.7.0.15969, 1.3.0.13565"
dse-5cd4145q46,Windows 11,"18 Sep, 2024 08:19:14 AM",1.5.0.30767
dk-5cg21653cm,Windows 11,"18 Sep, 2024 10:27:34 PM","1.6.0.33567, 1.5.0.8070"
dk-5cg21650my,Windows 11,"18 Sep, 2024 07:17:31 AM",1.6.0.22378
ia-5cg1347wxx,Windows 11,"17 Sep, 2024 02:53:12 PM",1.6.0.18681
hso-5cg3192zbs,Windows 11,"19 Sep, 2024 06:58:20 AM","1.5.0.30767, 1.6.0.35961"
dse-5cd3291kqp,Windows 11,"18 Sep, 2024 08:11:30 AM","1.6.0.35961, 1.6.0.22378, 1.5.0.4689"
drilbr-8121gwp,Windows 10,"18 Sep, 2024 10:49:07 AM","1.5.0.36367, 1.2.0.3961"
dse-5cg32567xx,Windows 11,"18 Sep, 2024 07:01:12 AM","1.6.0.33567, 1.5.0.4689"
drilin-8367qyg,Windows 10,"19 Sep, 2024 10:15:00 AM","1.2.0.22654, 1.6.0.29964"
dse-5cd1258p6b,Windows 11,"19 Sep, 2024 05:51:28 AM",1.6.0.18681
dse-5cd3291kls,Windows 11,"17 Sep, 2024 07:43:17 AM","1.5.0.4689, 1.7.0.3653"
hso-5cg3192zc5,Windows 11,"13 Sep, 2024 09:19:16 AM",1.6.0.24078
dk-5cg2158ybl,Windows 11,"19 Sep, 2024 05:55:38 AM","1.6.0.33567, 1.5.0.8070"
druein-7383xty,Windows 10,"13 Sep, 2024 10:29:19 AM","1.2.0.3961, 1.6.0.22378"
hso-5cg34556rg,Windows 11,"19 Sep, 2024 07:55:55 AM","1.7.0.6058, 1.5.0.30767, 1.7.0.7956"
netek-6509hls,Windows 10,"19 Sep, 2024 09:44:57 AM","1.6.0.20074, 1.6.0.6754"
dk-5cg2158yt5,Windows 11,"19 Sep, 2024 07:41:30 AM","1.7.0.15969, 1.5.0.8070"
mh-8cc2472wyw,Windows 11,"18 Sep, 2024 08:12:05 PM","1.5.0.30767, 1.7.0.21751"
mh-8cc2472x6y,Windows 11,"18 Sep, 2024 08:57:52 PM","1.7.0.13456, 1.5.0.30767, 1.7.0.21751, 1.7.0.24670, 1.6.0.35961, 1.6.0.33567"
druein-9519lfk,Windows 10,"19 Sep, 2024 09:55:43 AM","1.2.0.3961, 1.6.0.27573, 1.6.0.4472"
dse-pw021knf,Windows 11,"13 Sep, 2024 06:42:36 AM","1.5.0.8070, 1.7.0.6058"
druein-7412pqz,Windows 10,"18 Sep, 2024 11:20:33 AM","1.2.0.3961, 1.6.0.1381, 1.6.0.22378"
drhso-0533p5f,Windows 10,"18 Sep, 2024 05:31:55 AM","1.7.0.3653, 1.3.0.26064"
mh-8cc2472x01,Windows 11,"18 Sep, 2024 07:11:00 AM","1.7.0.21751, 1.5.0.30767, 1.7.0.15969"
mh-8cc2472x23,Windows 11,"18 Sep, 2024 12:23:15 PM","1.5.0.30767, 1.7.0.17051, 1.7.0.21751, 1.7.0.7956, 1.7.0.19353"
mh-8cc2472xbr,Windows 11,"19 Sep, 2024 02:23:05 AM","1.7.0.24670, 1.7.0.13456, 1.7.0.19353, 1.7.0.156, 1.5.0.30767, 1.7.0.21751, 1.6.0.33567, 1.7.0.10152, 1.7.0.3653, 1.6.0.35961"
mh-8cc2472x4m,Windows 11,"19 Sep, 2024 10:14:34 AM","1.7.0.19353, 1.5.0.30767, 1.7.0.17051, 1.7.0.24670, 1.7.0.7956, 1.7.0.21751, 1.7.0.15969, 1.7.0.13456"
drildro-847c385,Windows 10,"17 Sep, 2024 05:34:50 PM","1.3.0.362, 1.7.0.7956"
dk-5cg21590h2,Windows 11,"19 Sep, 2024 06:11:16 AM","1.6.0.29964, 1.5.0.8070"
mh-8cc2472xcq,Windows 11,"19 Sep, 2024 01:38:06 AM","1.5.0.30767, 1.7.0.24670, 1.7.0.19353, 1.7.0.21751, 1.6.0.33567, 1.7.0.3653, 1.7.0.13456, 1.7.0.156, 1.7.0.17051"
mh-8cc2472x9c,Windows 11,"19 Sep, 2024 06:47:42 AM","1.6.0.22378, 1.7.0.17051, 1.7.0.21751, 1.7.0.24670, 1.7.0.13456, 1.7.0.19353, 1.7.0.156"
drilin-6353bzp,Windows 10,"18 Sep, 2024 06:41:54 PM","1.2.0.27559, 1.2.0.24753, 1.7.0.156"
neilkr-7503c29,Windows 10,"13 Sep, 2024 11:40:25 AM","1.2.0.19260, 1.2.0.27559, 1.4.0.32771, 1.5.0.21668"
dse-pw021kkd,Windows 11,"18 Sep, 2024 06:49:07 AM","1.7.0.13456, 1.5.0.8070"
mh-8cc2472x39,Windows 11,"17 Sep, 2024 07:24:41 PM","1.5.0.30767, 1.7.0.19353, 1.7.0.13456, 1.7.0.21751, 1.7.0.7956, 1.7.0.17051, 1.7.0.15969, 1.7.0.156, 1.7.0.1864, 1.7.0.6058"
dse-5cd3291kj6,Windows 11,"17 Sep, 2024 10:05:59 AM","1.7.0.13456, 1.5.0.4689"
ia-5cg1332bm5,Windows 11,"18 Sep, 2024 05:24:12 AM",1.6.0.18681
dk-5cg2159034,Windows 11,"18 Sep, 2024 06:47:58 AM","1.5.0.30767, 1.7.0.7956"
mh-8cc2472x0m,Windows 11,"19 Sep, 2024 01:16:19 AM","1.7.0.21751, 1.5.0.30767, 1.6.0.29964"
drilsv-00369xt,Windows 11,"18 Sep, 2024 02:51:42 PM","1.5.0.14473, 1.2.0.3961, 1.6.0.28557, 1.3.0.24755"
dse-5cd4145q54,Windows 11,"19 Sep, 2024 07:42:33 AM",1.5.0.30767
dse-5cd3291kkj,Windows 11,"16 Sep, 2024 11:34:48 AM","1.5.0.4689, 1.7.0.15969"
dse-5cd0198fdy,Windows 11,"19 Sep, 2024 08:21:55 AM","1.6.0.18681, 1.7.0.21751"
dse-5cg41422xt,Windows 11,"18 Sep, 2024 11:04:53 AM",1.5.0.30767
rfd-2084qbq,Windows 11,"19 Sep, 2024 07:10:33 AM",1.3.0.26064
dse-5cg1115l74,Windows 11,"19 Sep, 2024 06:53:03 AM",1.3.0.4461
mh-8cc2472x0d,Windows 11,"17 Sep, 2024 08:02:30 PM","1.7.0.19353, 1.5.0.30767, 1.7.0.21751, 1.7.0.17051"
druein-74122bw,Windows 10,"18 Sep, 2024 11:56:39 AM","1.2.0.3961, 1.6.0.22378"
dse-5cd3425b31,Windows 11,"12 Sep, 2024 11:07:22 AM",1.5.0.30767
